city,postalCode,propertyType,description
La Madeleine,59110,house,"Je vous invite à venir découvrir ce superbe loft de 150m2 totalement rénové avec des matériaux de qualité situé à proximité de la mairie d'une surface de 150m2 et composé comme suit:
Une grande entrée donnant sur un grand espace de vie ouvert sur la cuisine et baigné de lumière par une très grande verrière au plafond. Au centre, un grand espace salon en demi niveau.
A l'étage, vous découvrirez un grand palier pouvant faire office de bureau.
Coté nuit, 2 confortables chambres et un grand dressing.
Une salle de bains avec baignoire et douche ainsi qu'un wc séparé complètent le bien.
Etat technique irréprochable.
 Les honoraires sont à la charge du vendeur.Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www. georisques. gouv. fr.
Réseau Immobilier CAPIFRANCE - Votre agent commercial (RSAC N°829 069 889 - Greffe de LILLE) Nicolas GHESQUIERE Entrepreneur Individuel <span class=""importDescriptionDecorator"" data-type=""phone"">06 34 16 43 94</span> - Plus d’informations sur le site de CAPIFRANCE (réf.807352)"
La Madeleine,59110,flat,"Exclusivité Immo de France, contactez Sarah FRANCOIS : <br>La Madeleine Centre ville, Idéalement situé Allée du château, proche de toutes commodités, appartement type 2 avec parking en sous sol dans une résidence de standing offrant un séjour avec accès balcon exposé plein sud, une cuisine semi-ouverte équipée, une chambre, une salle de bains.<br>Fin de bail du locataire en décembre 2023. dont 6.92 % honoraires TTC à la charge de l'acquéreur.<br>Copropriété de 70 lots (Pas de procédure en cours).<br>Charges annuelles : 1060.00 euros.<br>Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr"
La Madeleine,59110,flat,"Joli studio de 19.57m² très lumineux, situé en plein cœur de La Madeleine.
Une pièce principale de 17m² comprenant : coin cuisine ouverte, meublée et semi-équipée (rangements, frigo, four électrique, évier et plaques à inductions)
Salle de bains avec douche et WC
Il se trouve au 3ème et dernier étage d'une petite copropriété à faibles charges (30€/mois).
Son exposition sud ouest lui offre du soleil sur 80% de la journée depuis un double accès extérieur de 6m².
1 box de rangement sur le palier.
Au calme, vue verdoyante.
A 950m de la Gare Euralille et  350m du tram Romarin."
La Madeleine,59110,flat,"Nous vous proposons de découvrir ce bel appartement situé dans le quartier de La Nouvelle Madeleine, à proximité immédiate du Vieux Lille.
Logement situé dans une belle résidence dont le ravalement de façade est en cours, il dispose d'une entrée, un grand séjour en L de 30 m² donnant accès à un balcon, une cuisine semi-ouverte avec cellier, une partie nuit composée de deux grandes chambres dont une avec dressing, une salle de bains ainsi qu'un WC séparé.
Une place de parking en sous-sol ainsi qu'une cave viennent parfaire ce logement.
Copropriété de 174 lots (Pas de procédure en cours).
 Charges annuelles : 2122.44  euros."
La Madeleine,59110,flat,"A la Madeleine / St Maur. Résidence sécurisée avec interphone et ascenseur. Au 4 ème étage, un bel appartement lumineux de 71.58 m² loi carrez en bon état exposé Sud et Sud / Est avec une magnifique terrasse de 100 m² plein soleil. Entrée, rangements, un séjour double avec une cuisine aménagée et équipée de 41.61 m² donnant sur la terrasse, une ou deux chambres, salle de bains, wc séparé, double vitrage, parquet, une cave et un parking privatif extérieur. Chauffage et eau chaude collectif charges 280 € par mois. Taxe foncière de 1356 €. Nous assistons nos clients acquéreurs pour leur déménagement avec le Service déménagement <span class=""importDescriptionDecorator"" data-url=""Arthurimmo.com"" data-type=""basicUrl"">Arthurimmo.com</span> ( gratuit et offert à nos clients ).  Nous sommes disponible du lundi au dimanche pour le service de nos clients et horaires de visites à votre convenance.  Agence ouverte 7/7."
La Madeleine,59110,flat,"Une exclusivité Sergic La Madeleine !
Venez découvrir ce type 2 situé dans la quartier de La Nouvelle Madeleine à proximité du Vieux Lille, des commerces et des transports en commun.
Ce bien comprend une entrée avec placard, une cuisine aménagée ouverte sur le séjour, une  grande chambre d'environs 15m² et une salle de bain.
Une place de parking en sous-sol vient compléter ce bien.
Copropriété de 168 lots (Pas de procédure en cours).
 Charges annuelles : 2640  euros.
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www. georisques. gouv. fr"
La Madeleine,59110,flat,"iad France - Arnaud Menuge (<span class=""importDescriptionDecorator"" data-type=""phone"">06 70 87 70 91</span>) vous propose : Aux portes de Lille....Proche de la citadelle et de l'avenue du peuple Belge......Découvrez cet appartement de type T4 ( 84M2 environ hab) lumineux et bien situé sur la ville de La Madeleine.<br>L'exposition...........Plein Sud......le soleil est omniprésent....<br>L'agencement : Une large entrée qui vous emmène sur un grand salon-séjour ouvert sur une cuisine équipée et récente.<br>Le revêtement.........du véritable parquet de 1ere catégorie.<br>Tout en lumière.<br>3 belles chambres en parquet <br>Une spacieuse salle de bain.<br>Un cellier.<br>Des commodités séparées.<br>Un balcon avec vue sur un parc ........<br>Résidence des années 75/80 sécurisée et équipée d'un ascenseur.<br>Interphone.<br>Fibre optique<br>Double-vitrage en aluminium.<br>CC-gaz.<br>A proximité de toutes vos commodités : écoles (maternelle, primaire et secondaire)<br>Commerces, restaurants, marchés.<br>Transports en commun, axes routiers et autres..<br>A 10 min du vieux Lille, de la citadelle <br>Proximité gare de Lille.<br>Quelques finitions intérieures à prévoir (peinture ou déco).<br>Salle de bain à mettre au goût du jour.<br>Etude courtage offerte.<br>Nous restons à votre disposition pour tous renseignements.<br>La présente annonce immobilière vise 1 lot principal situé dans une copropriété formant 250 lots au total ne faisant l'objet d'aucune procédure en cours et d'un montant de charges d’environ 178 € par mois (soit 2136 € annuel) déclaré par le vendeur.Honoraires d’agence à la charge du vendeur.Information d'affichage énergétique sur ce bien : classe ENERGIE C indice 150 et classe CLIMAT D indice 37.   Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr.  La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de M. Arnaud Menuge EI (ID 69276), mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de LILLE METROPOLE sous le numéro 914291786, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.<br>Retrouvez tous nos biens sur notre site internet. <span class=""importDescriptionDecorator"" data-url=""www.iadfrance.fr"" data-type=""basicUrl"">www.iadfrance.fr</span>"
La Madeleine,59110,flat,"iad France - Virginie Taboulet-Bouis (<span class=""importDescriptionDecorator"" data-type=""phone"">06 60 51 03 25</span>) vous propose : A La Madeleine Botanique, à quelques minutes du centre ville de Lille, Magnifique appartement de type 4, avec son grand balcon dans un élégant immeuble de grand standing.<br> Vous serez accueillis par son hall d'entrée donnant accès au double séjour ensoleillé qui bénéficie d'une vue agréable avec chacune leur balconnet ainsi que son bow-window et ses vitraux,3 belles chambres, une jolie cuisine équipée avec accès au balcon, une salle de bain et une salle de douche et le wc séparé, cet appartement bénéficie du charme de l'ancien avec son parquet ancien, ses moulures ainsi qu'une belle hauteur sous plafond.<br>Un grenier ainsi qu'une grande cave saine complèteront ce bien d'exception.<br>Possibilité de louer un garage proche de l'immeuble.<br>La présente annonce immobilière vise 1 lot principal situé dans une copropriété formant 13 lots au total ne faisant l'objet d'aucune procédure en cours et d'un montant de charges d’environ 185.66 € par mois (soit 2227.92 € annuel) déclaré par le vendeur.Honoraires d’agence à la charge du vendeur.Information d'affichage énergétique sur ce bien : classe ENERGIE C indice 176 et classe CLIMAT D indice 38.   Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr.  La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mlle Virginie Taboulet-Bouis EI (ID 73932), mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de LILLE Métropole sous le numéro 921625950, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.<br>Retrouvez tous nos biens sur notre site internet. <span class=""importDescriptionDecorator"" data-url=""www.iadfrance.fr"" data-type=""basicUrl"">www.iadfrance.fr</span>"
La Madeleine,59110,house,"Secteur Romarin dans une rue recherchée vous trouverez cette belle et large maison de 175 m2 avec cour, à rénover.<br> Très fort potentiel pour ce bien au cachet préservé, lumineux, traversant, disposant de belles hauteurs sous plafond, aux diverses possibilitées d'agencement.<br> Il se compose comme suit :<br> Au rez-de chaussée : deux garages, deux espaces de 15 et 10m2 attenants (convertibles en annexes ou en studio), donnant sur une cour.<br> 1er étage : Un plateaux de 60m2, le palier desservant trois belles pièces, une grande cuisine avec balcon sans vis à vis, une salle de bains et un WC.<br> Au deuxième : un plateau de 60m2 de même configuration avec la possibilité d'aménager les combles (30m2) pour créer un duplex en dernier étage.<br> Travaux à Prévoir<br> L''agence Imko vous propose de vous accompagner avec son Architecte d'intérieure pour vos visites.<br> Visite virtuelle disponible sur demande,<br> Résidence principale ou projet mixte d'habitation et de rendement locatif possible car deux lots sont cadatrés.<br> Merci de contacter Flavie Dubois au <span class=""importDescriptionDecorator"" data-type=""phone"">0618553423</span> ou <span class=""importDescriptionDecorator"" data-type=""email"">flavie.dubois@imko.fr</span><br> EI - Agent Commercial Indépendant - enregistré au RSAC sous le numéro 2018AC00048 agissant pour le compte de l'agence IMKO de Marcq en Baroeul."
La Madeleine,59110,flat,"Au pied de l'arrêt de tramway Botanique, découvrez cet appartement de 3 pièces de 80 m². Il est exposé au sud-est. Il s'agence comme suit : Une entrée et un dégagement un grand séjour de 27 m², deux chambres (de 10 et 11 m²) et une cuisine aménagée. Il propose également une salle de bains, des toilettes et un cellier. Cet appartement possède des radiateurs alimentés au gaz.<br>Une cave offre à cet appartement des rangements supplémentaires.<br>Il est situé au 1er étage d'un immeuble de quatre étages. Il s'agit d'une copropriété de 20 lots et équipée d'un ascenseur. L'intérieur nécessite d'être rafraîchi. La sécurité de l'immeuble est assurée par un interphone.<br>Il y a tous les types d'établissements scolaires (maternelle, élémentaire et secondaire) à moins de 10 minutes. Niveau transports en commun, on trouve sept lignes de bus ainsi que la ligne de tramway TRAM (Botanique) à quelques pas de l'appartement. L'aéroport Lille-Lesquin est accessible à 10 km. Pour vos loisirs, vous pourrez compter sur une bibliothèque et un conservatoire à quelques minutes du bien. Il y a aussi de nombreux restaurants, deux bureaux de poste et deux instituts universitaires. Enfin, le marché Place des Déportés anime le quartier toutes les semaines.<br>L'appartement est proposé à l'achat pour 261 000 € (honoraires à la charge du vendeur).<br>N'hésitez pas à prendre contact avec votre agence AL Immobilier Conseil pour une première visite de cet appartement à vendre.<br>Copropriété de 20 lots (Pas de procédure en cours).<br>Charges annuelles : 3200.00 euros."
La Madeleine,59110,flat,"TRAM BUISSON, à deux minutes à pied, dans une résidence récente confidentielle, en retrait du boulevard, superbe rénovation pour ce T4 de 128 m2, DPE en C, chauffage électrique individuel, magnifique pièce de vie de 46 m2 offrant une double orientation, sud-ouest et ouest, vous profitez d'un magnifique soleil couchant sur les toits de Lille.<br> L'appartement dispose d'un grand dressing, deux salles de bain et deux WC, et pour finir un balcon plein Sud, et une terrasse Ouest sans vis à vis..<br> Une cave, un garage en sous-sol et un parking extérieur sécurisé complètent ce bien unique.<br> Dans une coproriété de 95 lots, quote part moyenne du budget prévisionnel 207e/mois, pas de procédure en cours. Classé en C et A, montant moyen estimé des dépenses annuelles d'énergie, année de référence 2022, entre 1348 et 1824 euros.<br> Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site GEORISQUES: www.georisques.gouv.fr"
La Madeleine,59110,flat,"Située dans une commune limitrophe de Lille, la résidence propose un appartement meublé et équipé. La résidence propose également plusieurs services : espace petit-déjeuner, laverie, parking. 

L'établissement offre un emplacement idéal pour les voyages d'affaires et de loisirs avec un arrêt de tramway à 2 minutes à pied qui permet de rejoindre en quelques minutes seulement le quartier d'affaires et le centre commercial Euralille ainsi que la gare Lille-Europe. De plus, le centre de conventions Nouveau Siècle est situé à 2 kilomètres et le stade Pierre-Mauroy à 10 kilomètres. 

C'est un bien EXCLUSIVEMENT pour l'investissement. Il n'est pas possible d'y faire sa résidence principale ou secondaire.

Le logement est sous un bail commercial jusqu'en 2027.
Il procure un loyer de 3648€ HT annuel et son versement se fait tous les mois.
Les charges s'élèvent à 5,75€ par mois.
La taxe foncière est de 194€ annuel soit 16,17€ par mois.
Rentabilité brute 5,5% et nette à 5,05%.

Pourquoi investir dans une résidence gérée ?

- L'exploitant est votre locataire (aucune vacance locative)
- Vous ne payerez pas d'impôt sur vos loyers perçus pendant 10 ans au minima (grâce à la fiscalité LMNP Amortissement)
- Aucune gestion de votre part (l'exploitant s'occupe de tout, recherche des locataires, états des lieux, les travaux dans le logement...)
- Faibles charges & taxe foncière (la taxe ordure ménagère est prise en charge à 100% par l'exploitant)
- Prix d'achat en HT (la TVA vous est restituée dans les 3 mois après l'acte de vente)
- Achat idéal pour préparer sa retraite et avoir un complément de revenus immédiat
- Les résidences de services sont un investissement peu connu (seulement 10% de la population connaissent ce système d'investissement)

Nous vous invitons à nous contacter pour obtenir plus d'informations et de nous donner vos disponibilités pour échanger sur vos projets."
La Madeleine,59110,flat,"LA MADELEINE - CENTRE<br>A 6 min à pied du tram Botanique, 2km de la gare Lille Europe.<br>Au sein d'une Résidence sécurisée de 1990, nous vous proposons ce T3 de 67m².<br>Il se compose d'une entrée, d'un séjour de 24m², d'une cuisine, 2 chambres de 11 & 12 m², une salle de bains et les WC séparés.<br>Le gros + : Une place de parking couverte et sécurisée.<br>Des écoles de tous niveaux (de la maternelle au lycée) sont implantées à proximité. Pour vos loisirs, vous pourrez compter sur une bibliothèque et un conservatoire dans les environs. Il y a également de nombreux restaurants et un bureau de poste. Enfin, le marché Place des Déportés a lieu toutes les semaines.<br>L'indice DPE de cet appartement est de classe C (141 kWh/m² annuels) et l'indice GES est de catégorie A (4 Kg CO2/m²/an).<br>Votre agence vous invite à découvrir toutes les originalités de cet appartement en vente en prenant RDV avec l'un de nos conseillers immobilier.<br>Copropriété de 30 lots (Pas de procédure en cours).<br>Charges annuelles : 1200.00 euros."
